"season","walk","species","Freq","behavior"
"spring","45","House finch",0,"Territorial/mating spring"
"summer","45","House finch",0,"Territorial/mating summer"
"spring","46","House finch",0,"Territorial/mating spring"
"summer","46","House finch",0,"Territorial/mating summer"
"spring","47","House finch",0,"Territorial/mating spring"
"summer","47","House finch",0,"Territorial/mating summer"
"spring","1","House Finch",0,"Active movement spring"
"summer","1","House Finch",0,"Active movement summer"
"spring","2","House Finch",0,"Active movement spring"
"summer","2","House Finch",0,"Active movement summer"
"spring","3","House Finch",0,"Active movement spring"
"summer","3","House Finch",0,"Active movement summer"
"spring","4","House Finch",0,"Active movement spring"
"summer","4","House Finch",0,"Active movement summer"
"spring","5","House Finch",0,"Active movement spring"
"summer","5","House Finch",0,"Active movement summer"
"spring","6","House Finch",0,"Active movement spring"
"summer","6","House Finch",0,"Active movement summer"
"spring","7","House Finch",0,"Active movement spring"
"summer","7","House Finch",0,"Active movement summer"
"spring","8","House Finch",2,"Active movement spring"
"summer","8","House Finch",0,"Active movement summer"
"spring","9","House Finch",0,"Active movement spring"
"summer","9","House Finch",0,"Active movement summer"
"spring","10","House Finch",0,"Active movement spring"
"summer","10","House Finch",0,"Active movement summer"
"spring","11","House Finch",0,"Active movement spring"
"summer","11","House Finch",0,"Active movement summer"
"spring","12","House Finch",0,"Active movement spring"
"summer","12","House Finch",0,"Active movement summer"
"spring","13","House Finch",0,"Active movement spring"
"summer","13","House Finch",0,"Active movement summer"
"spring","14","House Finch",0,"Active movement spring"
"summer","14","House Finch",0,"Active movement summer"
"spring","15","House Finch",0,"Active movement spring"
"summer","15","House Finch",0,"Active movement summer"
"spring","16","House Finch",0,"Active movement spring"
"summer","16","House Finch",0,"Active movement summer"
"spring","17","House Finch",0,"Active movement spring"
"summer","17","House Finch",0,"Active movement summer"
"spring","18","House Finch",0,"Active movement spring"
"summer","18","House Finch",0,"Active movement summer"
"spring","19","House Finch",0,"Active movement spring"
"summer","19","House Finch",0,"Active movement summer"
"spring","20","House Finch",0,"Active movement spring"
"summer","20","House Finch",0,"Active movement summer"
"spring","21","House Finch",0,"Active movement spring"
"summer","21","House Finch",0,"Active movement summer"
"spring","22","House Finch",0,"Active movement spring"
"summer","22","House Finch",0,"Active movement summer"
"spring","23","House Finch",0,"Active movement spring"
"summer","23","House Finch",0,"Active movement summer"
"spring","24","House Finch",0,"Active movement spring"
"summer","24","House Finch",0,"Active movement summer"
"spring","25","House Finch",0,"Active movement spring"
"summer","25","House Finch",0,"Active movement summer"
"spring","26","House Finch",0,"Active movement spring"
"summer","26","House Finch",0,"Active movement summer"
"spring","27","House Finch",0,"Active movement spring"
"summer","27","House Finch",0,"Active movement summer"
"spring","28","House Finch",0,"Active movement spring"
"summer","28","House Finch",0,"Active movement summer"
"spring","29","House Finch",0,"Active movement spring"
"summer","29","House Finch",0,"Active movement summer"
"spring","30","House Finch",0,"Active movement spring"
"summer","30","House Finch",0,"Active movement summer"
"spring","31","House Finch",0,"Active movement spring"
"summer","31","House Finch",0,"Active movement summer"
"spring","32","House Finch",0,"Active movement spring"
"summer","32","House Finch",0,"Active movement summer"
"spring","33","House Finch",0,"Active movement spring"
"summer","33","House Finch",0,"Active movement summer"
"spring","34","House Finch",0,"Active movement spring"
"summer","34","House Finch",0,"Active movement summer"
"spring","35","House Finch",0,"Active movement spring"
"summer","35","House Finch",0,"Active movement summer"
"spring","36","House Finch",0,"Active movement spring"
"summer","36","House Finch",0,"Active movement summer"
"spring","37","House Finch",0,"Active movement spring"
"summer","37","House Finch",0,"Active movement summer"
"spring","38","House Finch",0,"Active movement spring"
"summer","38","House Finch",0,"Active movement summer"
"spring","39","House Finch",0,"Active movement spring"
"summer","39","House Finch",0,"Active movement summer"
"spring","40","House Finch",0,"Active movement spring"
"summer","40","House Finch",0,"Active movement summer"
"spring","41","House Finch",0,"Active movement spring"
"summer","41","House Finch",0,"Active movement summer"
"spring","42","House Finch",0,"Active movement spring"
"summer","42","House Finch",0,"Active movement summer"
"spring","43","House Finch",0,"Active movement spring"
"summer","43","House Finch",0,"Active movement summer"
"spring","44","House Finch",0,"Active movement spring"
"summer","44","House Finch",0,"Active movement summer"
"spring","45","House Finch",0,"Active movement spring"
"summer","45","House Finch",0,"Active movement summer"
"spring","46","House Finch",0,"Active movement spring"
"summer","46","House Finch",0,"Active movement summer"
"spring","47","House Finch",0,"Active movement spring"
"summer","47","House Finch",0,"Active movement summer"
"spring","1","House Finch",0,"Cleaning spring"
"summer","1","House Finch",0,"Cleaning summer"
"spring","2","House Finch",0,"Cleaning spring"
"summer","2","House Finch",0,"Cleaning summer"
"spring","3","House Finch",0,"Cleaning spring"
"summer","3","House Finch",0,"Cleaning summer"
"spring","4","House Finch",0,"Cleaning spring"
"summer","4","House Finch",0,"Cleaning summer"
"spring","5","House Finch",0,"Cleaning spring"
"summer","5","House Finch",0,"Cleaning summer"
"spring","6","House Finch",0,"Cleaning spring"
"summer","6","House Finch",0,"Cleaning summer"
"spring","7","House Finch",0,"Cleaning spring"
"summer","7","House Finch",0,"Cleaning summer"
"spring","8","House Finch",0,"Cleaning spring"
"summer","8","House Finch",0,"Cleaning summer"
"spring","9","House Finch",0,"Cleaning spring"
"summer","9","House Finch",0,"Cleaning summer"
"spring","10","House Finch",0,"Cleaning spring"
"summer","10","House Finch",0,"Cleaning summer"
"spring","11","House Finch",0,"Cleaning spring"
"summer","11","House Finch",0,"Cleaning summer"
"spring","12","House Finch",0,"Cleaning spring"
"summer","12","House Finch",0,"Cleaning summer"
"spring","13","House Finch",0,"Cleaning spring"
"summer","13","House Finch",0,"Cleaning summer"
"spring","14","House Finch",0,"Cleaning spring"
"summer","14","House Finch",0,"Cleaning summer"
"spring","15","House Finch",0,"Cleaning spring"
"summer","15","House Finch",0,"Cleaning summer"
"spring","16","House Finch",0,"Cleaning spring"
"summer","16","House Finch",0,"Cleaning summer"
"spring","17","House Finch",0,"Cleaning spring"
"summer","17","House Finch",0,"Cleaning summer"
"spring","18","House Finch",0,"Cleaning spring"
"summer","18","House Finch",0,"Cleaning summer"
"spring","19","House Finch",0,"Cleaning spring"
"summer","19","House Finch",0,"Cleaning summer"
"spring","20","House Finch",0,"Cleaning spring"
"summer","20","House Finch",0,"Cleaning summer"
"spring","21","House Finch",0,"Cleaning spring"
"summer","21","House Finch",0,"Cleaning summer"
"spring","22","House Finch",0,"Cleaning spring"
"summer","22","House Finch",0,"Cleaning summer"
"spring","23","House Finch",0,"Cleaning spring"
"summer","23","House Finch",0,"Cleaning summer"
"spring","24","House Finch",0,"Cleaning spring"
"summer","24","House Finch",0,"Cleaning summer"
"spring","25","House Finch",0,"Cleaning spring"
"summer","25","House Finch",0,"Cleaning summer"
"spring","26","House Finch",0,"Cleaning spring"
"summer","26","House Finch",0,"Cleaning summer"
"spring","27","House Finch",0,"Cleaning spring"
"summer","27","House Finch",0,"Cleaning summer"
"spring","28","House Finch",0,"Cleaning spring"
"summer","28","House Finch",0,"Cleaning summer"
"spring","29","House Finch",0,"Cleaning spring"
"summer","29","House Finch",0,"Cleaning summer"
"spring","30","House Finch",0,"Cleaning spring"
"summer","30","House Finch",0,"Cleaning summer"
"spring","31","House Finch",0,"Cleaning spring"
"summer","31","House Finch",0,"Cleaning summer"
"spring","32","House Finch",0,"Cleaning spring"
"summer","32","House Finch",0,"Cleaning summer"
"spring","33","House Finch",0,"Cleaning spring"
"summer","33","House Finch",0,"Cleaning summer"
"spring","34","House Finch",0,"Cleaning spring"
"summer","34","House Finch",0,"Cleaning summer"
"spring","35","House Finch",0,"Cleaning spring"
"summer","35","House Finch",0,"Cleaning summer"
"spring","36","House Finch",0,"Cleaning spring"
"summer","36","House Finch",0,"Cleaning summer"
"spring","37","House Finch",0,"Cleaning spring"
"summer","37","House Finch",0,"Cleaning summer"
"spring","38","House Finch",0,"Cleaning spring"
"summer","38","House Finch",0,"Cleaning summer"
"spring","39","House Finch",0,"Cleaning spring"
"summer","39","House Finch",0,"Cleaning summer"
"spring","40","House Finch",0,"Cleaning spring"
"summer","40","House Finch",0,"Cleaning summer"
"spring","41","House Finch",0,"Cleaning spring"
"summer","41","House Finch",0,"Cleaning summer"
"spring","42","House Finch",0,"Cleaning spring"
"summer","42","House Finch",0,"Cleaning summer"
"spring","43","House Finch",0,"Cleaning spring"
"summer","43","House Finch",0,"Cleaning summer"
"spring","44","House Finch",0,"Cleaning spring"
"summer","44","House Finch",0,"Cleaning summer"
"spring","45","House Finch",0,"Cleaning spring"
"summer","45","House Finch",0,"Cleaning summer"
"spring","46","House Finch",0,"Cleaning spring"
"summer","46","House Finch",0,"Cleaning summer"
"spring","47","House Finch",0,"Cleaning spring"
"summer","47","House Finch",0,"Cleaning summer"
"spring","1","House Finch",0,"Feeding spring"
"summer","1","House Finch",0,"Feeding summer"
"spring","2","House Finch",0,"Feeding spring"
"summer","2","House Finch",0,"Feeding summer"
"spring","3","House Finch",0,"Feeding spring"
"summer","3","House Finch",0,"Feeding summer"
"spring","4","House Finch",0,"Feeding spring"
"summer","4","House Finch",0,"Feeding summer"
"spring","5","House Finch",0,"Feeding spring"
"summer","5","House Finch",0,"Feeding summer"
"spring","6","House Finch",0,"Feeding spring"
"summer","6","House Finch",0,"Feeding summer"
"spring","7","House Finch",0,"Feeding spring"
"summer","7","House Finch",0,"Feeding summer"
"spring","8","House Finch",0,"Feeding spring"
"summer","8","House Finch",0,"Feeding summer"
"spring","9","House Finch",0,"Feeding spring"
"summer","9","House Finch",0,"Feeding summer"
"spring","10","House Finch",0,"Feeding spring"
"summer","10","House Finch",0,"Feeding summer"
"spring","11","House Finch",0,"Feeding spring"
"summer","11","House Finch",0,"Feeding summer"
"spring","12","House Finch",0,"Feeding spring"
"summer","12","House Finch",0,"Feeding summer"
"spring","13","House Finch",0,"Feeding spring"
"summer","13","House Finch",0,"Feeding summer"
"spring","14","House Finch",0,"Feeding spring"
"summer","14","House Finch",0,"Feeding summer"
"spring","15","House Finch",0,"Feeding spring"
"summer","15","House Finch",0,"Feeding summer"
"spring","16","House Finch",0,"Feeding spring"
"summer","16","House Finch",0,"Feeding summer"
"spring","17","House Finch",0,"Feeding spring"
"summer","17","House Finch",0,"Feeding summer"
"spring","18","House Finch",0,"Feeding spring"
"summer","18","House Finch",0,"Feeding summer"
"spring","19","House Finch",0,"Feeding spring"
"summer","19","House Finch",0,"Feeding summer"
"spring","20","House Finch",0,"Feeding spring"
"summer","20","House Finch",0,"Feeding summer"
"spring","21","House Finch",0,"Feeding spring"
"summer","21","House Finch",0,"Feeding summer"
"spring","22","House Finch",0,"Feeding spring"
"summer","22","House Finch",0,"Feeding summer"
"spring","23","House Finch",0,"Feeding spring"
"summer","23","House Finch",0,"Feeding summer"
"spring","24","House Finch",0,"Feeding spring"
"summer","24","House Finch",0,"Feeding summer"
"spring","25","House Finch",0,"Feeding spring"
"summer","25","House Finch",0,"Feeding summer"
"spring","26","House Finch",0,"Feeding spring"
"summer","26","House Finch",0,"Feeding summer"
"spring","27","House Finch",0,"Feeding spring"
"summer","27","House Finch",0,"Feeding summer"
"spring","28","House Finch",0,"Feeding spring"
"summer","28","House Finch",0,"Feeding summer"
"spring","29","House Finch",0,"Feeding spring"
"summer","29","House Finch",1,"Feeding summer"
"spring","30","House Finch",0,"Feeding spring"
"summer","30","House Finch",0,"Feeding summer"
"spring","31","House Finch",0,"Feeding spring"
"summer","31","House Finch",0,"Feeding summer"
"spring","32","House Finch",0,"Feeding spring"
"summer","32","House Finch",0,"Feeding summer"
"spring","33","House Finch",0,"Feeding spring"
"summer","33","House Finch",0,"Feeding summer"
"spring","34","House Finch",0,"Feeding spring"
"summer","34","House Finch",0,"Feeding summer"
"spring","35","House Finch",0,"Feeding spring"
"summer","35","House Finch",0,"Feeding summer"
"spring","36","House Finch",0,"Feeding spring"
"summer","36","House Finch",0,"Feeding summer"
"spring","37","House Finch",0,"Feeding spring"
"summer","37","House Finch",0,"Feeding summer"
"spring","38","House Finch",0,"Feeding spring"
"summer","38","House Finch",0,"Feeding summer"
"spring","39","House Finch",0,"Feeding spring"
"summer","39","House Finch",0,"Feeding summer"
"spring","40","House Finch",0,"Feeding spring"
"summer","40","House Finch",0,"Feeding summer"
"spring","41","House Finch",0,"Feeding spring"
"summer","41","House Finch",0,"Feeding summer"
"spring","42","House Finch",0,"Feeding spring"
"summer","42","House Finch",0,"Feeding summer"
"spring","43","House Finch",0,"Feeding spring"
"summer","43","House Finch",0,"Feeding summer"
"spring","44","House Finch",0,"Feeding spring"
"summer","44","House Finch",0,"Feeding summer"
"spring","45","House Finch",0,"Feeding spring"
"summer","45","House Finch",0,"Feeding summer"
"spring","46","House Finch",0,"Feeding spring"
"summer","46","House Finch",0,"Feeding summer"
"spring","47","House Finch",0,"Feeding spring"
"summer","47","House Finch",0,"Feeding summer"
"spring","1","House Finch",1,"Inactivity spring"
"summer","1","House Finch",0,"Inactivity summer"
"spring","2","House Finch",0,"Inactivity spring"
"summer","2","House Finch",0,"Inactivity summer"
"spring","3","House Finch",1,"Inactivity spring"
"summer","3","House Finch",0,"Inactivity summer"
"spring","4","House Finch",0,"Inactivity spring"
"summer","4","House Finch",0,"Inactivity summer"
"spring","5","House Finch",0,"Inactivity spring"
"summer","5","House Finch",0,"Inactivity summer"
"spring","6","House Finch",0,"Inactivity spring"
"summer","6","House Finch",0,"Inactivity summer"
"spring","7","House Finch",0,"Inactivity spring"
"summer","7","House Finch",0,"Inactivity summer"
"spring","8","House Finch",0,"Inactivity spring"
"summer","8","House Finch",0,"Inactivity summer"
"spring","9","House Finch",0,"Inactivity spring"
"summer","9","House Finch",0,"Inactivity summer"
"spring","10","House Finch",0,"Inactivity spring"
"summer","10","House Finch",0,"Inactivity summer"
"spring","11","House Finch",0,"Inactivity spring"
"summer","11","House Finch",0,"Inactivity summer"
"spring","12","House Finch",0,"Inactivity spring"
"summer","12","House Finch",0,"Inactivity summer"
"spring","13","House Finch",0,"Inactivity spring"
"summer","13","House Finch",0,"Inactivity summer"
"spring","14","House Finch",0,"Inactivity spring"
"summer","14","House Finch",0,"Inactivity summer"
"spring","15","House Finch",0,"Inactivity spring"
"summer","15","House Finch",0,"Inactivity summer"
"spring","16","House Finch",0,"Inactivity spring"
"summer","16","House Finch",0,"Inactivity summer"
"spring","17","House Finch",0,"Inactivity spring"
"summer","17","House Finch",0,"Inactivity summer"
"spring","18","House Finch",0,"Inactivity spring"
"summer","18","House Finch",0,"Inactivity summer"
"spring","19","House Finch",0,"Inactivity spring"
"summer","19","House Finch",0,"Inactivity summer"
"spring","20","House Finch",0,"Inactivity spring"
"summer","20","House Finch",0,"Inactivity summer"
"spring","21","House Finch",0,"Inactivity spring"
"summer","21","House Finch",0,"Inactivity summer"
"spring","22","House Finch",0,"Inactivity spring"
"summer","22","House Finch",0,"Inactivity summer"
"spring","23","House Finch",0,"Inactivity spring"
"summer","23","House Finch",0,"Inactivity summer"
"spring","24","House Finch",0,"Inactivity spring"
"summer","24","House Finch",0,"Inactivity summer"
"spring","25","House Finch",0,"Inactivity spring"
"summer","25","House Finch",0,"Inactivity summer"
"spring","26","House Finch",0,"Inactivity spring"
"summer","26","House Finch",0,"Inactivity summer"
"spring","27","House Finch",0,"Inactivity spring"
"summer","27","House Finch",0,"Inactivity summer"
"spring","28","House Finch",0,"Inactivity spring"
"summer","28","House Finch",0,"Inactivity summer"
"spring","29","House Finch",0,"Inactivity spring"
"summer","29","House Finch",0,"Inactivity summer"
"spring","30","House Finch",0,"Inactivity spring"
"summer","30","House Finch",0,"Inactivity summer"
"spring","31","House Finch",0,"Inactivity spring"
"summer","31","House Finch",0,"Inactivity summer"
"spring","32","House Finch",0,"Inactivity spring"
"summer","32","House Finch",0,"Inactivity summer"
"spring","33","House Finch",0,"Inactivity spring"
"summer","33","House Finch",0,"Inactivity summer"
"spring","34","House Finch",0,"Inactivity spring"
"summer","34","House Finch",0,"Inactivity summer"
"spring","35","House Finch",0,"Inactivity spring"
"summer","35","House Finch",0,"Inactivity summer"
"spring","36","House Finch",0,"Inactivity spring"
"summer","36","House Finch",1,"Inactivity summer"
"spring","37","House Finch",0,"Inactivity spring"
"summer","37","House Finch",0,"Inactivity summer"
"spring","38","House Finch",0,"Inactivity spring"
"summer","38","House Finch",0,"Inactivity summer"
"spring","39","House Finch",0,"Inactivity spring"
"summer","39","House Finch",0,"Inactivity summer"
"spring","40","House Finch",0,"Inactivity spring"
"summer","40","House Finch",0,"Inactivity summer"
"spring","41","House Finch",0,"Inactivity spring"
"summer","41","House Finch",0,"Inactivity summer"
"spring","42","House Finch",0,"Inactivity spring"
"summer","42","House Finch",0,"Inactivity summer"
"spring","43","House Finch",0,"Inactivity spring"
"summer","43","House Finch",0,"Inactivity summer"
"spring","44","House Finch",0,"Inactivity spring"
"summer","44","House Finch",0,"Inactivity summer"
"spring","45","House Finch",0,"Inactivity spring"
"summer","45","House Finch",0,"Inactivity summer"
"spring","46","House Finch",0,"Inactivity spring"
"summer","46","House Finch",0,"Inactivity summer"
"spring","47","House Finch",0,"Inactivity spring"
"summer","47","House Finch",0,"Inactivity summer"
"spring","1","House Finch",0,"Territorial/mating spring"
"summer","1","House Finch",0,"Territorial/mating summer"
"spring","2","House Finch",0,"Territorial/mating spring"
"summer","2","House Finch",0,"Territorial/mating summer"
"spring","3","House Finch",2,"Territorial/mating spring"
"summer","3","House Finch",0,"Territorial/mating summer"
"spring","4","House Finch",0,"Territorial/mating spring"
"summer","4","House Finch",0,"Territorial/mating summer"
"spring","5","House Finch",0,"Territorial/mating spring"
"summer","5","House Finch",0,"Territorial/mating summer"
"spring","6","House Finch",0,"Territorial/mating spring"
"summer","6","House Finch",0,"Territorial/mating summer"
"spring","7","House Finch",0,"Territorial/mating spring"
"summer","7","House Finch",0,"Territorial/mating summer"
"spring","8","House Finch",0,"Territorial/mating spring"
"summer","8","House Finch",0,"Territorial/mating summer"
"spring","9","House Finch",0,"Territorial/mating spring"
"summer","9","House Finch",0,"Territorial/mating summer"
"spring","10","House Finch",0,"Territorial/mating spring"
"summer","10","House Finch",0,"Territorial/mating summer"
"spring","11","House Finch",0,"Territorial/mating spring"
"summer","11","House Finch",0,"Territorial/mating summer"
"spring","12","House Finch",0,"Territorial/mating spring"
"summer","12","House Finch",0,"Territorial/mating summer"
"spring","13","House Finch",0,"Territorial/mating spring"
"summer","13","House Finch",0,"Territorial/mating summer"
"spring","14","House Finch",2,"Territorial/mating spring"
"summer","14","House Finch",0,"Territorial/mating summer"
"spring","15","House Finch",0,"Territorial/mating spring"
"summer","15","House Finch",0,"Territorial/mating summer"
"spring","16","House Finch",0,"Territorial/mating spring"
"summer","16","House Finch",0,"Territorial/mating summer"
"spring","17","House Finch",0,"Territorial/mating spring"
"summer","17","House Finch",0,"Territorial/mating summer"
"spring","18","House Finch",0,"Territorial/mating spring"
"summer","18","House Finch",0,"Territorial/mating summer"
"spring","19","House Finch",0,"Territorial/mating spring"
"summer","19","House Finch",0,"Territorial/mating summer"
"spring","20","House Finch",0,"Territorial/mating spring"
"summer","20","House Finch",0,"Territorial/mating summer"
"spring","21","House Finch",0,"Territorial/mating spring"
"summer","21","House Finch",0,"Territorial/mating summer"
"spring","22","House Finch",0,"Territorial/mating spring"
"summer","22","House Finch",0,"Territorial/mating summer"
"spring","23","House Finch",0,"Territorial/mating spring"
"summer","23","House Finch",0,"Territorial/mating summer"
"spring","24","House Finch",0,"Territorial/mating spring"
"summer","24","House Finch",0,"Territorial/mating summer"
"spring","25","House Finch",0,"Territorial/mating spring"
"summer","25","House Finch",0,"Territorial/mating summer"
"spring","26","House Finch",0,"Territorial/mating spring"
"summer","26","House Finch",0,"Territorial/mating summer"
"spring","27","House Finch",0,"Territorial/mating spring"
"summer","27","House Finch",0,"Territorial/mating summer"
"spring","28","House Finch",0,"Territorial/mating spring"
"summer","28","House Finch",0,"Territorial/mating summer"
"spring","29","House Finch",0,"Territorial/mating spring"
"summer","29","House Finch",0,"Territorial/mating summer"
"spring","30","House Finch",0,"Territorial/mating spring"
"summer","30","House Finch",0,"Territorial/mating summer"
"spring","31","House Finch",0,"Territorial/mating spring"
"summer","31","House Finch",0,"Territorial/mating summer"
"spring","32","House Finch",0,"Territorial/mating spring"
"summer","32","House Finch",0,"Territorial/mating summer"
"spring","33","House Finch",0,"Territorial/mating spring"
"summer","33","House Finch",0,"Territorial/mating summer"
"spring","34","House Finch",0,"Territorial/mating spring"
"summer","34","House Finch",0,"Territorial/mating summer"
"spring","35","House Finch",0,"Territorial/mating spring"
"summer","35","House Finch",0,"Territorial/mating summer"
"spring","36","House Finch",0,"Territorial/mating spring"
"summer","36","House Finch",0,"Territorial/mating summer"
"spring","37","House Finch",0,"Territorial/mating spring"
"summer","37","House Finch",0,"Territorial/mating summer"
"spring","38","House Finch",0,"Territorial/mating spring"
"summer","38","House Finch",0,"Territorial/mating summer"
"spring","39","House Finch",0,"Territorial/mating spring"
"summer","39","House Finch",0,"Territorial/mating summer"
"spring","40","House Finch",0,"Territorial/mating spring"
"summer","40","House Finch",0,"Territorial/mating summer"
"spring","41","House Finch",0,"Territorial/mating spring"
"summer","41","House Finch",0,"Territorial/mating summer"
"spring","42","House Finch",0,"Territorial/mating spring"
"summer","42","House Finch",0,"Territorial/mating summer"
"spring","43","House Finch",0,"Territorial/mating spring"
"summer","43","House Finch",0,"Territorial/mating summer"
"spring","44","House Finch",0,"Territorial/mating spring"
"summer","44","House Finch",0,"Territorial/mating summer"
"spring","45","House Finch",0,"Territorial/mating spring"
"summer","45","House Finch",0,"Territorial/mating summer"
"spring","46","House Finch",0,"Territorial/mating spring"
"summer","46","House Finch",0,"Territorial/mating summer"
"spring","47","House Finch",0,"Territorial/mating spring"
"summer","47","House Finch",0,"Territorial/mating summer"
"spring","1","Loggerhead Shrike",0,"Active movement spring"
"summer","1","Loggerhead Shrike",0,"Active movement summer"
"spring","2","Loggerhead Shrike",0,"Active movement spring"
"summer","2","Loggerhead Shrike",0,"Active movement summer"
"spring","3","Loggerhead Shrike",0,"Active movement spring"
"summer","3","Loggerhead Shrike",0,"Active movement summer"
"spring","4","Loggerhead Shrike",0,"Active movement spring"
"summer","4","Loggerhead Shrike",0,"Active movement summer"
"spring","5","Loggerhead Shrike",0,"Active movement spring"
"summer","5","Loggerhead Shrike",0,"Active movement summer"
"spring","6","Loggerhead Shrike",0,"Active movement spring"
"summer","6","Loggerhead Shrike",0,"Active movement summer"
"spring","7","Loggerhead Shrike",0,"Active movement spring"
"summer","7","Loggerhead Shrike",0,"Active movement summer"
"spring","8","Loggerhead Shrike",0,"Active movement spring"
"summer","8","Loggerhead Shrike",0,"Active movement summer"
"spring","9","Loggerhead Shrike",0,"Active movement spring"
"summer","9","Loggerhead Shrike",0,"Active movement summer"
"spring","10","Loggerhead Shrike",0,"Active movement spring"
"summer","10","Loggerhead Shrike",0,"Active movement summer"
"spring","11","Loggerhead Shrike",0,"Active movement spring"
"summer","11","Loggerhead Shrike",0,"Active movement summer"
"spring","12","Loggerhead Shrike",0,"Active movement spring"
"summer","12","Loggerhead Shrike",0,"Active movement summer"
"spring","13","Loggerhead Shrike",0,"Active movement spring"
"summer","13","Loggerhead Shrike",0,"Active movement summer"
"spring","14","Loggerhead Shrike",0,"Active movement spring"
"summer","14","Loggerhead Shrike",0,"Active movement summer"
"spring","15","Loggerhead Shrike",0,"Active movement spring"
"summer","15","Loggerhead Shrike",0,"Active movement summer"
"spring","16","Loggerhead Shrike",0,"Active movement spring"
"summer","16","Loggerhead Shrike",0,"Active movement summer"
"spring","17","Loggerhead Shrike",0,"Active movement spring"
"summer","17","Loggerhead Shrike",0,"Active movement summer"
"spring","18","Loggerhead Shrike",0,"Active movement spring"
"summer","18","Loggerhead Shrike",0,"Active movement summer"
"spring","19","Loggerhead Shrike",0,"Active movement spring"
"summer","19","Loggerhead Shrike",0,"Active movement summer"
"spring","20","Loggerhead Shrike",0,"Active movement spring"
"summer","20","Loggerhead Shrike",0,"Active movement summer"
"spring","21","Loggerhead Shrike",0,"Active movement spring"
"summer","21","Loggerhead Shrike",0,"Active movement summer"
"spring","22","Loggerhead Shrike",0,"Active movement spring"
"summer","22","Loggerhead Shrike",0,"Active movement summer"
"spring","23","Loggerhead Shrike",0,"Active movement spring"
"summer","23","Loggerhead Shrike",0,"Active movement summer"
"spring","24","Loggerhead Shrike",0,"Active movement spring"
"summer","24","Loggerhead Shrike",0,"Active movement summer"
"spring","25","Loggerhead Shrike",0,"Active movement spring"
"summer","25","Loggerhead Shrike",0,"Active movement summer"
"spring","26","Loggerhead Shrike",0,"Active movement spring"
"summer","26","Loggerhead Shrike",0,"Active movement summer"
"spring","27","Loggerhead Shrike",0,"Active movement spring"
"summer","27","Loggerhead Shrike",0,"Active movement summer"
"spring","28","Loggerhead Shrike",0,"Active movement spring"
"summer","28","Loggerhead Shrike",1,"Active movement summer"
"spring","29","Loggerhead Shrike",0,"Active movement spring"
"summer","29","Loggerhead Shrike",0,"Active movement summer"
"spring","30","Loggerhead Shrike",0,"Active movement spring"
"summer","30","Loggerhead Shrike",0,"Active movement summer"
"spring","31","Loggerhead Shrike",0,"Active movement spring"
"summer","31","Loggerhead Shrike",0,"Active movement summer"
"spring","32","Loggerhead Shrike",0,"Active movement spring"
"summer","32","Loggerhead Shrike",0,"Active movement summer"
"spring","33","Loggerhead Shrike",0,"Active movement spring"
"summer","33","Loggerhead Shrike",0,"Active movement summer"
"spring","34","Loggerhead Shrike",0,"Active movement spring"
"summer","34","Loggerhead Shrike",0,"Active movement summer"
"spring","35","Loggerhead Shrike",0,"Active movement spring"
"summer","35","Loggerhead Shrike",0,"Active movement summer"
"spring","36","Loggerhead Shrike",0,"Active movement spring"
"summer","36","Loggerhead Shrike",1,"Active movement summer"
"spring","37","Loggerhead Shrike",0,"Active movement spring"
"summer","37","Loggerhead Shrike",0,"Active movement summer"
"spring","38","Loggerhead Shrike",0,"Active movement spring"
"summer","38","Loggerhead Shrike",0,"Active movement summer"
"spring","39","Loggerhead Shrike",0,"Active movement spring"
"summer","39","Loggerhead Shrike",0,"Active movement summer"
"spring","40","Loggerhead Shrike",0,"Active movement spring"
"summer","40","Loggerhead Shrike",0,"Active movement summer"
"spring","41","Loggerhead Shrike",0,"Active movement spring"
"summer","41","Loggerhead Shrike",0,"Active movement summer"
"spring","42","Loggerhead Shrike",0,"Active movement spring"
"summer","42","Loggerhead Shrike",0,"Active movement summer"
"spring","43","Loggerhead Shrike",0,"Active movement spring"
"summer","43","Loggerhead Shrike",0,"Active movement summer"
"spring","44","Loggerhead Shrike",0,"Active movement spring"
"summer","44","Loggerhead Shrike",0,"Active movement summer"
"spring","45","Loggerhead Shrike",0,"Active movement spring"
"summer","45","Loggerhead Shrike",0,"Active movement summer"
"spring","46","Loggerhead Shrike",0,"Active movement spring"
"summer","46","Loggerhead Shrike",0,"Active movement summer"
"spring","47","Loggerhead Shrike",0,"Active movement spring"
"summer","47","Loggerhead Shrike",0,"Active movement summer"
"spring","1","Loggerhead Shrike",0,"Cleaning spring"
"summer","1","Loggerhead Shrike",0,"Cleaning summer"
"spring","2","Loggerhead Shrike",0,"Cleaning spring"
"summer","2","Loggerhead Shrike",0,"Cleaning summer"
"spring","3","Loggerhead Shrike",0,"Cleaning spring"
"summer","3","Loggerhead Shrike",0,"Cleaning summer"
"spring","4","Loggerhead Shrike",0,"Cleaning spring"
"summer","4","Loggerhead Shrike",0,"Cleaning summer"
"spring","5","Loggerhead Shrike",0,"Cleaning spring"
"summer","5","Loggerhead Shrike",0,"Cleaning summer"
"spring","6","Loggerhead Shrike",0,"Cleaning spring"
"summer","6","Loggerhead Shrike",0,"Cleaning summer"
"spring","7","Loggerhead Shrike",0,"Cleaning spring"
