"month","day","broad.behavior","family","Freq"
"5","22","Territorial/mating","Troglodytidae",0
"8","22","Territorial/mating","Troglodytidae",0
"5","23","Territorial/mating","Troglodytidae",0
"8","23","Territorial/mating","Troglodytidae",0
"5","24","Territorial/mating","Troglodytidae",0
"8","24","Territorial/mating","Troglodytidae",0
"5","1","Active movement","Tyrannidae",2
"8","1","Active movement","Tyrannidae",0
"5","2","Active movement","Tyrannidae",1
"8","2","Active movement","Tyrannidae",0
"5","3","Active movement","Tyrannidae",0
"8","3","Active movement","Tyrannidae",0
"5","4","Active movement","Tyrannidae",1
"8","4","Active movement","Tyrannidae",0
"5","5","Active movement","Tyrannidae",1
"8","5","Active movement","Tyrannidae",0
"5","6","Active movement","Tyrannidae",0
"8","6","Active movement","Tyrannidae",0
"5","7","Active movement","Tyrannidae",1
"8","7","Active movement","Tyrannidae",0
"5","8","Active movement","Tyrannidae",0
"8","8","Active movement","Tyrannidae",0
"5","9","Active movement","Tyrannidae",0
"8","9","Active movement","Tyrannidae",0
"5","10","Active movement","Tyrannidae",3
"8","10","Active movement","Tyrannidae",0
"5","14","Active movement","Tyrannidae",0
"8","14","Active movement","Tyrannidae",0
"5","15","Active movement","Tyrannidae",0
"8","15","Active movement","Tyrannidae",1
"5","16","Active movement","Tyrannidae",0
"8","16","Active movement","Tyrannidae",0
"5","17","Active movement","Tyrannidae",0
"8","17","Active movement","Tyrannidae",0
"5","18","Active movement","Tyrannidae",0
"8","18","Active movement","Tyrannidae",0
"5","19","Active movement","Tyrannidae",0
"8","19","Active movement","Tyrannidae",0
"5","20","Active movement","Tyrannidae",0
"8","20","Active movement","Tyrannidae",0
"5","21","Active movement","Tyrannidae",0
"8","21","Active movement","Tyrannidae",0
"5","22","Active movement","Tyrannidae",0
"8","22","Active movement","Tyrannidae",0
"5","23","Active movement","Tyrannidae",0
"8","23","Active movement","Tyrannidae",0
"5","24","Active movement","Tyrannidae",0
"8","24","Active movement","Tyrannidae",0
"5","1","Cleaning","Tyrannidae",0
"8","1","Cleaning","Tyrannidae",0
"5","2","Cleaning","Tyrannidae",0
"8","2","Cleaning","Tyrannidae",0
"5","3","Cleaning","Tyrannidae",0
"8","3","Cleaning","Tyrannidae",0
"5","4","Cleaning","Tyrannidae",0
"8","4","Cleaning","Tyrannidae",0
"5","5","Cleaning","Tyrannidae",0
"8","5","Cleaning","Tyrannidae",0
"5","6","Cleaning","Tyrannidae",0
"8","6","Cleaning","Tyrannidae",0
"5","7","Cleaning","Tyrannidae",0
"8","7","Cleaning","Tyrannidae",0
"5","8","Cleaning","Tyrannidae",0
"8","8","Cleaning","Tyrannidae",0
"5","9","Cleaning","Tyrannidae",0
"8","9","Cleaning","Tyrannidae",0
"5","10","Cleaning","Tyrannidae",0
"8","10","Cleaning","Tyrannidae",0
"5","14","Cleaning","Tyrannidae",0
"8","14","Cleaning","Tyrannidae",1
"5","15","Cleaning","Tyrannidae",0
"8","15","Cleaning","Tyrannidae",0
"5","16","Cleaning","Tyrannidae",0
"8","16","Cleaning","Tyrannidae",0
"5","17","Cleaning","Tyrannidae",0
"8","17","Cleaning","Tyrannidae",0
"5","18","Cleaning","Tyrannidae",0
"8","18","Cleaning","Tyrannidae",0
"5","19","Cleaning","Tyrannidae",0
"8","19","Cleaning","Tyrannidae",0
"5","20","Cleaning","Tyrannidae",0
"8","20","Cleaning","Tyrannidae",0
"5","21","Cleaning","Tyrannidae",0
"8","21","Cleaning","Tyrannidae",0
"5","22","Cleaning","Tyrannidae",0
"8","22","Cleaning","Tyrannidae",0
"5","23","Cleaning","Tyrannidae",0
"8","23","Cleaning","Tyrannidae",0
"5","24","Cleaning","Tyrannidae",0
"8","24","Cleaning","Tyrannidae",0
"5","1","Feeding","Tyrannidae",0
"8","1","Feeding","Tyrannidae",0
"5","2","Feeding","Tyrannidae",0
"8","2","Feeding","Tyrannidae",0
"5","3","Feeding","Tyrannidae",0
"8","3","Feeding","Tyrannidae",0
"5","4","Feeding","Tyrannidae",0
"8","4","Feeding","Tyrannidae",0
"5","5","Feeding","Tyrannidae",0
"8","5","Feeding","Tyrannidae",0
"5","6","Feeding","Tyrannidae",0
"8","6","Feeding","Tyrannidae",0
"5","7","Feeding","Tyrannidae",0
"8","7","Feeding","Tyrannidae",0
"5","8","Feeding","Tyrannidae",0
"8","8","Feeding","Tyrannidae",0
"5","9","Feeding","Tyrannidae",0
"8","9","Feeding","Tyrannidae",0
"5","10","Feeding","Tyrannidae",0
"8","10","Feeding","Tyrannidae",0
"5","14","Feeding","Tyrannidae",0
"8","14","Feeding","Tyrannidae",0
"5","15","Feeding","Tyrannidae",0
"8","15","Feeding","Tyrannidae",0
"5","16","Feeding","Tyrannidae",0
"8","16","Feeding","Tyrannidae",0
"5","17","Feeding","Tyrannidae",0
"8","17","Feeding","Tyrannidae",0
"5","18","Feeding","Tyrannidae",0
"8","18","Feeding","Tyrannidae",0
"5","19","Feeding","Tyrannidae",0
"8","19","Feeding","Tyrannidae",0
"5","20","Feeding","Tyrannidae",0
"8","20","Feeding","Tyrannidae",0
"5","21","Feeding","Tyrannidae",0
"8","21","Feeding","Tyrannidae",0
"5","22","Feeding","Tyrannidae",0
"8","22","Feeding","Tyrannidae",0
"5","23","Feeding","Tyrannidae",0
"8","23","Feeding","Tyrannidae",0
"5","24","Feeding","Tyrannidae",0
"8","24","Feeding","Tyrannidae",0
"5","1","Inactivity","Tyrannidae",1
"8","1","Inactivity","Tyrannidae",0
"5","2","Inactivity","Tyrannidae",3
"8","2","Inactivity","Tyrannidae",0
"5","3","Inactivity","Tyrannidae",1
"8","3","Inactivity","Tyrannidae",0
"5","4","Inactivity","Tyrannidae",1
"8","4","Inactivity","Tyrannidae",0
"5","5","Inactivity","Tyrannidae",2
"8","5","Inactivity","Tyrannidae",0
"5","6","Inactivity","Tyrannidae",6
"8","6","Inactivity","Tyrannidae",0
"5","7","Inactivity","Tyrannidae",3
"8","7","Inactivity","Tyrannidae",0
"5","8","Inactivity","Tyrannidae",0
"8","8","Inactivity","Tyrannidae",0
"5","9","Inactivity","Tyrannidae",1
"8","9","Inactivity","Tyrannidae",0
"5","10","Inactivity","Tyrannidae",1
"8","10","Inactivity","Tyrannidae",0
"5","14","Inactivity","Tyrannidae",0
"8","14","Inactivity","Tyrannidae",0
"5","15","Inactivity","Tyrannidae",0
"8","15","Inactivity","Tyrannidae",0
"5","16","Inactivity","Tyrannidae",0
"8","16","Inactivity","Tyrannidae",0
"5","17","Inactivity","Tyrannidae",0
"8","17","Inactivity","Tyrannidae",0
"5","18","Inactivity","Tyrannidae",0
"8","18","Inactivity","Tyrannidae",0
"5","19","Inactivity","Tyrannidae",0
"8","19","Inactivity","Tyrannidae",0
"5","20","Inactivity","Tyrannidae",0
"8","20","Inactivity","Tyrannidae",0
"5","21","Inactivity","Tyrannidae",0
"8","21","Inactivity","Tyrannidae",0
"5","22","Inactivity","Tyrannidae",0
"8","22","Inactivity","Tyrannidae",0
"5","23","Inactivity","Tyrannidae",0
"8","23","Inactivity","Tyrannidae",0
"5","24","Inactivity","Tyrannidae",0
"8","24","Inactivity","Tyrannidae",0
"5","1","Territorial/mating","Tyrannidae",2
"8","1","Territorial/mating","Tyrannidae",0
"5","2","Territorial/mating","Tyrannidae",5
"8","2","Territorial/mating","Tyrannidae",0
"5","3","Territorial/mating","Tyrannidae",4
"8","3","Territorial/mating","Tyrannidae",0
"5","4","Territorial/mating","Tyrannidae",1
"8","4","Territorial/mating","Tyrannidae",0
"5","5","Territorial/mating","Tyrannidae",0
"8","5","Territorial/mating","Tyrannidae",0
"5","6","Territorial/mating","Tyrannidae",3
"8","6","Territorial/mating","Tyrannidae",0
"5","7","Territorial/mating","Tyrannidae",0
"8","7","Territorial/mating","Tyrannidae",0
"5","8","Territorial/mating","Tyrannidae",1
"8","8","Territorial/mating","Tyrannidae",0
"5","9","Territorial/mating","Tyrannidae",0
"8","9","Territorial/mating","Tyrannidae",0
"5","10","Territorial/mating","Tyrannidae",0
"8","10","Territorial/mating","Tyrannidae",0
"5","14","Territorial/mating","Tyrannidae",0
"8","14","Territorial/mating","Tyrannidae",0
"5","15","Territorial/mating","Tyrannidae",0
"8","15","Territorial/mating","Tyrannidae",0
"5","16","Territorial/mating","Tyrannidae",0
"8","16","Territorial/mating","Tyrannidae",0
"5","17","Territorial/mating","Tyrannidae",0
"8","17","Territorial/mating","Tyrannidae",0
"5","18","Territorial/mating","Tyrannidae",0
"8","18","Territorial/mating","Tyrannidae",0
"5","19","Territorial/mating","Tyrannidae",0
"8","19","Territorial/mating","Tyrannidae",0
"5","20","Territorial/mating","Tyrannidae",0
"8","20","Territorial/mating","Tyrannidae",0
"5","21","Territorial/mating","Tyrannidae",0
"8","21","Territorial/mating","Tyrannidae",0
"5","22","Territorial/mating","Tyrannidae",0
"8","22","Territorial/mating","Tyrannidae",0
"5","23","Territorial/mating","Tyrannidae",0
"8","23","Territorial/mating","Tyrannidae",0
"5","24","Territorial/mating","Tyrannidae",0
"8","24","Territorial/mating","Tyrannidae",0
"5","1","Active movement","unknown",0
"8","1","Active movement","unknown",0
"5","2","Active movement","unknown",0
"8","2","Active movement","unknown",0
"5","3","Active movement","unknown",0
"8","3","Active movement","unknown",0
"5","4","Active movement","unknown",0
"8","4","Active movement","unknown",0
"5","5","Active movement","unknown",0
"8","5","Active movement","unknown",0
"5","6","Active movement","unknown",0
"8","6","Active movement","unknown",0
"5","7","Active movement","unknown",0
"8","7","Active movement","unknown",0
"5","8","Active movement","unknown",0
"8","8","Active movement","unknown",0
"5","9","Active movement","unknown",0
"8","9","Active movement","unknown",0
"5","10","Active movement","unknown",0
"8","10","Active movement","unknown",0
"5","14","Active movement","unknown",0
"8","14","Active movement","unknown",0
"5","15","Active movement","unknown",0
"8","15","Active movement","unknown",0
"5","16","Active movement","unknown",0
"8","16","Active movement","unknown",0
"5","17","Active movement","unknown",0
"8","17","Active movement","unknown",0
"5","18","Active movement","unknown",0
"8","18","Active movement","unknown",0
"5","19","Active movement","unknown",0
"8","19","Active movement","unknown",0
"5","20","Active movement","unknown",0
"8","20","Active movement","unknown",0
"5","21","Active movement","unknown",0
"8","21","Active movement","unknown",0
"5","22","Active movement","unknown",0
"8","22","Active movement","unknown",0
"5","23","Active movement","unknown",0
"8","23","Active movement","unknown",0
"5","24","Active movement","unknown",0
"8","24","Active movement","unknown",0
"5","1","Cleaning","unknown",0
"8","1","Cleaning","unknown",0
"5","2","Cleaning","unknown",0
"8","2","Cleaning","unknown",0
"5","3","Cleaning","unknown",0
"8","3","Cleaning","unknown",0
"5","4","Cleaning","unknown",0
"8","4","Cleaning","unknown",0
"5","5","Cleaning","unknown",0
"8","5","Cleaning","unknown",0
"5","6","Cleaning","unknown",0
"8","6","Cleaning","unknown",0
"5","7","Cleaning","unknown",0
"8","7","Cleaning","unknown",0
"5","8","Cleaning","unknown",0
"8","8","Cleaning","unknown",0
"5","9","Cleaning","unknown",0
"8","9","Cleaning","unknown",0
"5","10","Cleaning","unknown",0
"8","10","Cleaning","unknown",0
"5","14","Cleaning","unknown",0
"8","14","Cleaning","unknown",0
"5","15","Cleaning","unknown",0
"8","15","Cleaning","unknown",0
"5","16","Cleaning","unknown",0
"8","16","Cleaning","unknown",0
"5","17","Cleaning","unknown",0
"8","17","Cleaning","unknown",0
"5","18","Cleaning","unknown",0
"8","18","Cleaning","unknown",0
"5","19","Cleaning","unknown",0
"8","19","Cleaning","unknown",0
"5","20","Cleaning","unknown",0
"8","20","Cleaning","unknown",0
"5","21","Cleaning","unknown",0
"8","21","Cleaning","unknown",0
"5","22","Cleaning","unknown",0
"8","22","Cleaning","unknown",0
"5","23","Cleaning","unknown",0
"8","23","Cleaning","unknown",0
"5","24","Cleaning","unknown",0
"8","24","Cleaning","unknown",0
"5","1","Feeding","unknown",0
"8","1","Feeding","unknown",0
"5","2","Feeding","unknown",0
"8","2","Feeding","unknown",0
"5","3","Feeding","unknown",0
"8","3","Feeding","unknown",0
"5","4","Feeding","unknown",0
"8","4","Feeding","unknown",0
"5","5","Feeding","unknown",0
"8","5","Feeding","unknown",0
"5","6","Feeding","unknown",0
"8","6","Feeding","unknown",0
"5","7","Feeding","unknown",0
"8","7","Feeding","unknown",0
"5","8","Feeding","unknown",0
"8","8","Feeding","unknown",0
"5","9","Feeding","unknown",0
"8","9","Feeding","unknown",0
"5","10","Feeding","unknown",0
"8","10","Feeding","unknown",0
"5","14","Feeding","unknown",0
"8","14","Feeding","unknown",0
"5","15","Feeding","unknown",0
"8","15","Feeding","unknown",0
"5","16","Feeding","unknown",0
"8","16","Feeding","unknown",0
"5","17","Feeding","unknown",0
"8","17","Feeding","unknown",0
"5","18","Feeding","unknown",0
"8","18","Feeding","unknown",0
"5","19","Feeding","unknown",0
"8","19","Feeding","unknown",0
"5","20","Feeding","unknown",0
"8","20","Feeding","unknown",0
"5","21","Feeding","unknown",0
"8","21","Feeding","unknown",0
"5","22","Feeding","unknown",0
"8","22","Feeding","unknown",0
"5","23","Feeding","unknown",0
"8","23","Feeding","unknown",0
"5","24","Feeding","unknown",0
"8","24","Feeding","unknown",0
"5","1","Inactivity","unknown",0
"8","1","Inactivity","unknown",0
"5","2","Inactivity","unknown",0
"8","2","Inactivity","unknown",0
"5","3","Inactivity","unknown",0
"8","3","Inactivity","unknown",0
"5","4","Inactivity","unknown",0
"8","4","Inactivity","unknown",0
"5","5","Inactivity","unknown",0
"8","5","Inactivity","unknown",0
"5","6","Inactivity","unknown",0
"8","6","Inactivity","unknown",0
"5","7","Inactivity","unknown",0
"8","7","Inactivity","unknown",0
"5","8","Inactivity","unknown",0
"8","8","Inactivity","unknown",0
"5","9","Inactivity","unknown",0
"8","9","Inactivity","unknown",0
"5","10","Inactivity","unknown",0
"8","10","Inactivity","unknown",0
"5","14","Inactivity","unknown",0
"8","14","Inactivity","unknown",0
"5","15","Inactivity","unknown",0
"8","15","Inactivity","unknown",0
"5","16","Inactivity","unknown",0
"8","16","Inactivity","unknown",0
"5","17","Inactivity","unknown",0
"8","17","Inactivity","unknown",0
"5","18","Inactivity","unknown",0
"8","18","Inactivity","unknown",0
"5","19","Inactivity","unknown",0
"8","19","Inactivity","unknown",0
"5","20","Inactivity","unknown",0
"8","20","Inactivity","unknown",0
"5","21","Inactivity","unknown",0
"8","21","Inactivity","unknown",0
"5","22","Inactivity","unknown",0
"8","22","Inactivity","unknown",0
"5","23","Inactivity","unknown",0
"8","23","Inactivity","unknown",0
"5","24","Inactivity","unknown",0
"8","24","Inactivity","unknown",0
"5","1","Territorial/mating","unknown",0
"8","1","Territorial/mating","unknown",0
"5","2","Territorial/mating","unknown",0
"8","2","Territorial/mating","unknown",0
"5","3","Territorial/mating","unknown",0
"8","3","Territorial/mating","unknown",0
"5","4","Territorial/mating","unknown",0
"8","4","Territorial/mating","unknown",0
"5","5","Territorial/mating","unknown",0
"8","5","Territorial/mating","unknown",0
"5","6","Territorial/mating","unknown",0
"8","6","Territorial/mating","unknown",0
"5","7","Territorial/mating","unknown",0
"8","7","Territorial/mating","unknown",0
"5","8","Territorial/mating","unknown",0
"8","8","Territorial/mating","unknown",0
"5","9","Territorial/mating","unknown",0
"8","9","Territorial/mating","unknown",0
"5","10","Territorial/mating","unknown",0
"8","10","Territorial/mating","unknown",0
"5","14","Territorial/mating","unknown",0
"8","14","Territorial/mating","unknown",1
"5","15","Territorial/mating","unknown",0
"8","15","Territorial/mating","unknown",0
"5","16","Territorial/mating","unknown",0
"8","16","Territorial/mating","unknown",0
"5","17","Territorial/mating","unknown",0
"8","17","Territorial/mating","unknown",0
"5","18","Territorial/mating","unknown",0
"8","18","Territorial/mating","unknown",0
"5","19","Territorial/mating","unknown",0
"8","19","Territorial/mating","unknown",0
"5","20","Territorial/mating","unknown",0
"8","20","Territorial/mating","unknown",0
"5","21","Territorial/mating","unknown",0
"8","21","Territorial/mating","unknown",0
"5","22","Territorial/mating","unknown",0
"8","22","Territorial/mating","unknown",0
"5","23","Territorial/mating","unknown",0
"8","23","Territorial/mating","unknown",0
"5","24","Territorial/mating","unknown",0
"8","24","Territorial/mating","unknown",0
"5","1","Active movement","Unknown",4
"8","1","Active movement","Unknown",0
"5","2","Active movement","Unknown",1
"8","2","Active movement","Unknown",0
"5","3","Active movement","Unknown",0
"8","3","Active movement","Unknown",0
"5","4","Active movement","Unknown",0
"8","4","Active movement","Unknown",0
"5","5","Active movement","Unknown",0
"8","5","Active movement","Unknown",0
"5","6","Active movement","Unknown",1
"8","6","Active movement","Unknown",0
"5","7","Active movement","Unknown",0
"8","7","Active movement","Unknown",0
"5","8","Active movement","Unknown",0
"8","8","Active movement","Unknown",0
"5","9","Active movement","Unknown",0
"8","9","Active movement","Unknown",0
"5","10","Active movement","Unknown",0
"8","10","Active movement","Unknown",0
"5","14","Active movement","Unknown",0
"8","14","Active movement","Unknown",0
"5","15","Active movement","Unknown",0
"8","15","Active movement","Unknown",0
"5","16","Active movement","Unknown",0
"8","16","Active movement","Unknown",0
"5","17","Active movement","Unknown",0
"8","17","Active movement","Unknown",0
"5","18","Active movement","Unknown",0
"8","18","Active movement","Unknown",0
"5","19","Active movement","Unknown",0
"8","19","Active movement","Unknown",0
"5","20","Active movement","Unknown",0
"8","20","Active movement","Unknown",0
"5","21","Active movement","Unknown",0
"8","21","Active movement","Unknown",0
"5","22","Active movement","Unknown",0
"8","22","Active movement","Unknown",0
"5","23","Active movement","Unknown",0
"8","23","Active movement","Unknown",0
"5","24","Active movement","Unknown",0
"8","24","Active movement","Unknown",0
"5","1","Cleaning","Unknown",0
"8","1","Cleaning","Unknown",0
"5","2","Cleaning","Unknown",0
"8","2","Cleaning","Unknown",0
"5","3","Cleaning","Unknown",0
"8","3","Cleaning","Unknown",0
"5","4","Cleaning","Unknown",0
"8","4","Cleaning","Unknown",0
"5","5","Cleaning","Unknown",0
"8","5","Cleaning","Unknown",0
"5","6","Cleaning","Unknown",0
"8","6","Cleaning","Unknown",0
"5","7","Cleaning","Unknown",0
"8","7","Cleaning","Unknown",0
"5","8","Cleaning","Unknown",0
"8","8","Cleaning","Unknown",0
"5","9","Cleaning","Unknown",0
"8","9","Cleaning","Unknown",0
"5","10","Cleaning","Unknown",0
"8","10","Cleaning","Unknown",0
"5","14","Cleaning","Unknown",0
"8","14","Cleaning","Unknown",0
"5","15","Cleaning","Unknown",0
"8","15","Cleaning","Unknown",0
"5","16","Cleaning","Unknown",0
"8","16","Cleaning","Unknown",0
"5","17","Cleaning","Unknown",0
"8","17","Cleaning","Unknown",0
"5","18","Cleaning","Unknown",0
"8","18","Cleaning","Unknown",0
"5","19","Cleaning","Unknown",0
"8","19","Cleaning","Unknown",0
"5","20","Cleaning","Unknown",0
"8","20","Cleaning","Unknown",0
"5","21","Cleaning","Unknown",0
"8","21","Cleaning","Unknown",0
"5","22","Cleaning","Unknown",0
"8","22","Cleaning","Unknown",0
"5","23","Cleaning","Unknown",0
"8","23","Cleaning","Unknown",0
"5","24","Cleaning","Unknown",0
"8","24","Cleaning","Unknown",0
"5","1","Feeding","Unknown",0
"8","1","Feeding","Unknown",0
"5","2","Feeding","Unknown",0
"8","2","Feeding","Unknown",0
"5","3","Feeding","Unknown",0
"8","3","Feeding","Unknown",0
"5","4","Feeding","Unknown",0
"8","4","Feeding","Unknown",0
"5","5","Feeding","Unknown",0
"8","5","Feeding","Unknown",0
"5","6","Feeding","Unknown",0
"8","6","Feeding","Unknown",0
"5","7","Feeding","Unknown",0
"8","7","Feeding","Unknown",0
"5","8","Feeding","Unknown",0
"8","8","Feeding","Unknown",0
"5","9","Feeding","Unknown",0
"8","9","Feeding","Unknown",0
"5","10","Feeding","Unknown",0
"8","10","Feeding","Unknown",0
"5","14","Feeding","Unknown",0
"8","14","Feeding","Unknown",0
"5","15","Feeding","Unknown",0
"8","15","Feeding","Unknown",0
"5","16","Feeding","Unknown",0
"8","16","Feeding","Unknown",0
"5","17","Feeding","Unknown",0
"8","17","Feeding","Unknown",0
"5","18","Feeding","Unknown",0
"8","18","Feeding","Unknown",0
"5","19","Feeding","Unknown",0
"8","19","Feeding","Unknown",0
"5","20","Feeding","Unknown",0
"8","20","Feeding","Unknown",0
"5","21","Feeding","Unknown",0
"8","21","Feeding","Unknown",0
"5","22","Feeding","Unknown",0
"8","22","Feeding","Unknown",0
"5","23","Feeding","Unknown",0
"8","23","Feeding","Unknown",0
"5","24","Feeding","Unknown",0
"8","24","Feeding","Unknown",0
"5","1","Inactivity","Unknown",2
"8","1","Inactivity","Unknown",0
"5","2","Inactivity","Unknown",0
"8","2","Inactivity","Unknown",0
"5","3","Inactivity","Unknown",0
"8","3","Inactivity","Unknown",0
"5","4","Inactivity","Unknown",0
"8","4","Inactivity","Unknown",0
"5","5","Inactivity","Unknown",0
"8","5","Inactivity","Unknown",0
"5","6","Inactivity","Unknown",0
"8","6","Inactivity","Unknown",0
"5","7","Inactivity","Unknown",0
"8","7","Inactivity","Unknown",0
"5","8","Inactivity","Unknown",0
"8","8","Inactivity","Unknown",0
"5","9","Inactivity","Unknown",0
"8","9","Inactivity","Unknown",0
"5","10","Inactivity","Unknown",0
"8","10","Inactivity","Unknown",0
"5","14","Inactivity","Unknown",0
"8","14","Inactivity","Unknown",0
"5","15","Inactivity","Unknown",0
"8","15","Inactivity","Unknown",0
"5","16","Inactivity","Unknown",0
"8","16","Inactivity","Unknown",0
"5","17","Inactivity","Unknown",0
"8","17","Inactivity","Unknown",0
"5","18","Inactivity","Unknown",0
"8","18","Inactivity","Unknown",0
"5","19","Inactivity","Unknown",0
"8","19","Inactivity","Unknown",0
"5","20","Inactivity","Unknown",0
"8","20","Inactivity","Unknown",0
"5","21","Inactivity","Unknown",0
"8","21","Inactivity","Unknown",0
"5","22","Inactivity","Unknown",0
"8","22","Inactivity","Unknown",0
"5","23","Inactivity","Unknown",0
"8","23","Inactivity","Unknown",0
"5","24","Inactivity","Unknown",0
"8","24","Inactivity","Unknown",0
"5","1","Territorial/mating","Unknown",0
"8","1","Territorial/mating","Unknown",0
"5","2","Territorial/mating","Unknown",0
"8","2","Territorial/mating","Unknown",0
"5","3","Territorial/mating","Unknown",0
"8","3","Territorial/mating","Unknown",0
"5","4","Territorial/mating","Unknown",0
"8","4","Territorial/mating","Unknown",0
"5","5","Territorial/mating","Unknown",0
"8","5","Territorial/mating","Unknown",0
"5","6","Territorial/mating","Unknown",0
"8","6","Territorial/mating","Unknown",0
"5","7","Territorial/mating","Unknown",0
"8","7","Territorial/mating","Unknown",0
"5","8","Territorial/mating","Unknown",0
"8","8","Territorial/mating","Unknown",0
"5","9","Territorial/mating","Unknown",0
"8","9","Territorial/mating","Unknown",0
"5","10","Territorial/mating","Unknown",0
"8","10","Territorial/mating","Unknown",0
"5","14","Territorial/mating","Unknown",0
"8","14","Territorial/mating","Unknown",0
"5","15","Territorial/mating","Unknown",0
"8","15","Territorial/mating","Unknown",0
"5","16","Territorial/mating","Unknown",0
"8","16","Territorial/mating","Unknown",0
"5","17","Territorial/mating","Unknown",0
"8","17","Territorial/mating","Unknown",0
"5","18","Territorial/mating","Unknown",0
"8","18","Territorial/mating","Unknown",0
"5","19","Territorial/mating","Unknown",0
"8","19","Territorial/mating","Unknown",0
"5","20","Territorial/mating","Unknown",0
"8","20","Territorial/mating","Unknown",0
"5","21","Territorial/mating","Unknown",0
"8","21","Territorial/mating","Unknown",0
"5","22","Territorial/mating","Unknown",0
"8","22","Territorial/mating","Unknown",0
"5","23","Territorial/mating","Unknown",0
"8","23","Territorial/mating","Unknown",0
"5","24","Territorial/mating","Unknown",0
"8","24","Territorial/mating","Unknown",0
"5","1","Active movement","Vireonidae",0
"8","1","Active movement","Vireonidae",0
"5","2","Active movement","Vireonidae",0
"8","2","Active movement","Vireonidae",0
"5","3","Active movement","Vireonidae",0
"8","3","Active movement","Vireonidae",0
"5","4","Active movement","Vireonidae",0
"8","4","Active movement","Vireonidae",0
"5","5","Active movement","Vireonidae",0
"8","5","Active movement","Vireonidae",0
"5","6","Active movement","Vireonidae",0
"8","6","Active movement","Vireonidae",0
"5","7","Active movement","Vireonidae",0
"8","7","Active movement","Vireonidae",0
"5","8","Active movement","Vireonidae",0
"8","8","Active movement","Vireonidae",0
"5","9","Active movement","Vireonidae",0
"8","9","Active movement","Vireonidae",0
"5","10","Active movement","Vireonidae",0
"8","10","Active movement","Vireonidae",0
"5","14","Active movement","Vireonidae",0
"8","14","Active movement","Vireonidae",0
"5","15","Active movement","Vireonidae",0
"8","15","Active movement","Vireonidae",0
"5","16","Active movement","Vireonidae",0
"8","16","Active movement","Vireonidae",0
"5","17","Active movement","Vireonidae",0
"8","17","Active movement","Vireonidae",0
"5","18","Active movement","Vireonidae",0
"8","18","Active movement","Vireonidae",0
"5","19","Active movement","Vireonidae",0
"8","19","Active movement","Vireonidae",0
"5","20","Active movement","Vireonidae",0
"8","20","Active movement","Vireonidae",0
"5","21","Active movement","Vireonidae",0
"8","21","Active movement","Vireonidae",0
"5","22","Active movement","Vireonidae",0
"8","22","Active movement","Vireonidae",0
"5","23","Active movement","Vireonidae",0
"8","23","Active movement","Vireonidae",0
"5","24","Active movement","Vireonidae",0
"8","24","Active movement","Vireonidae",0
"5","1","Cleaning","Vireonidae",0
"8","1","Cleaning","Vireonidae",0
"5","2","Cleaning","Vireonidae",0
"8","2","Cleaning","Vireonidae",0
"5","3","Cleaning","Vireonidae",0
"8","3","Cleaning","Vireonidae",0
"5","4","Cleaning","Vireonidae",0
"8","4","Cleaning","Vireonidae",0
"5","5","Cleaning","Vireonidae",0
"8","5","Cleaning","Vireonidae",0
"5","6","Cleaning","Vireonidae",0
"8","6","Cleaning","Vireonidae",0
"5","7","Cleaning","Vireonidae",0
"8","7","Cleaning","Vireonidae",0
"5","8","Cleaning","Vireonidae",0
"8","8","Cleaning","Vireonidae",0
"5","9","Cleaning","Vireonidae",0
"8","9","Cleaning","Vireonidae",0
"5","10","Cleaning","Vireonidae",0
"8","10","Cleaning","Vireonidae",0
"5","14","Cleaning","Vireonidae",0
"8","14","Cleaning","Vireonidae",0
"5","15","Cleaning","Vireonidae",0
"8","15","Cleaning","Vireonidae",0
"5","16","Cleaning","Vireonidae",0
"8","16","Cleaning","Vireonidae",0
"5","17","Cleaning","Vireonidae",0
"8","17","Cleaning","Vireonidae",0
"5","18","Cleaning","Vireonidae",0
"8","18","Cleaning","Vireonidae",0
"5","19","Cleaning","Vireonidae",0
"8","19","Cleaning","Vireonidae",0
"5","20","Cleaning","Vireonidae",0
"8","20","Cleaning","Vireonidae",0
"5","21","Cleaning","Vireonidae",0
"8","21","Cleaning","Vireonidae",0
"5","22","Cleaning","Vireonidae",0
"8","22","Cleaning","Vireonidae",0
"5","23","Cleaning","Vireonidae",0
"8","23","Cleaning","Vireonidae",0
"5","24","Cleaning","Vireonidae",0
"8","24","Cleaning","Vireonidae",0
"5","1","Feeding","Vireonidae",0
"8","1","Feeding","Vireonidae",0
"5","2","Feeding","Vireonidae",0
"8","2","Feeding","Vireonidae",0
"5","3","Feeding","Vireonidae",0
"8","3","Feeding","Vireonidae",0
"5","4","Feeding","Vireonidae",0
"8","4","Feeding","Vireonidae",0
"5","5","Feeding","Vireonidae",0
"8","5","Feeding","Vireonidae",0
"5","6","Feeding","Vireonidae",0
"8","6","Feeding","Vireonidae",0
"5","7","Feeding","Vireonidae",1
"8","7","Feeding","Vireonidae",0
"5","8","Feeding","Vireonidae",0
"8","8","Feeding","Vireonidae",0
"5","9","Feeding","Vireonidae",0
"8","9","Feeding","Vireonidae",0
"5","10","Feeding","Vireonidae",0
"8","10","Feeding","Vireonidae",0
"5","14","Feeding","Vireonidae",0
"8","14","Feeding","Vireonidae",0
"5","15","Feeding","Vireonidae",0
